T(¡æ)	P(atm)	Cu(g)	S(g)	Fe(g)	SiO2(g)	Pb(g)	Zn(g)	MgO(g)	Al2O3(g)	Ni(g)	Sb(g)	Bi(g)	CaO(g)	As(g)	O2(g)
1200	1	18.456	19.218	23.275	19.313	0.175	0.391	0.761	1.674	0.056	0.065	0.009	0.73	0.012	21
1200	1	20.353	18.095	19.637	24.031	0.004	0.388	4.658	1.407	0.584	0.119	0.01	1.348	0.009	21
1200	1	17.356	12.552	24.408	23.807	0.502	0.631	1.161	2.235	0.108	0.076	0.013	2.579	0.022	21
1200	1	20.961	26.062	21.706	12.961	0.54	3.063	1.545	1.773	0.008	0.072	0.01	0.621	0.004	21
1200	1	19.554	19.988	21.43	19.131	0.024	0.325	3.049	1.581	0.364	0.093	0.009	0.553	0.009	21
1200	1	17.488	26.069	20.451	20.417	0.421	1.926	1.056	2.195	0.012	0.061	0.02	2.43	0.284	21
1200	1	18.118	18.317	21.168	20.251	0.141	0.262	1.244	2.69	0.167	0.107	0.01	0.553	0.012	21
1200	1	19.53	23.633	23.375	14.522	0.129	0.533	2.818	2.138	0.281	0.06	0.016	2.672	0.098	21
1200	1	19.962	27.209	20.331	16.764	0.77	3.79	1.585	1.571	0.053	0.101	0.019	0.95	0.322	21
1200	1	16.912	35.982	22.912	14.484	0.822	2.93	0.262	1.18	0.034	0.062	0.041	0.216	1.14	21
1200	1	19.153	24.346	22.428	13.872	0.117	0.647	1.136	2.927	0.029	0.068	0.015	3.251	0.018	21
1200	1	20.116	22.875	20.228	18.867	0.441	2.58	3.182	1.458	0.228	0.08	0.011	1.174	0.007	21
1200	1	20.703	18.842	19.191	22.218	0.117	0.939	3.89	1.824	0.415	0.129	0.011	1.586	0.008	21
1200	1	18.715	21.618	19.934	22.041	0.047	0.193	0.492	2.668	0.012	0.081	0.009	0.455	0.01	21
1200	1	20.264	26.178	23.786	10.385	0.068	0.541	0.576	2.488	0.019	0.054	0.01	0.56	0.01	21
1200	1	16.902	36.852	23.51	14.609	0.875	3.206	0.221	0.703	0.033	0.048	0.041	0.206	1.17	21
1200	1	21.9	28.493	26.026	9.172	0.016	0.273	0.479	1.739	0.168	0.045	0.01	0.358	0.01	21
1200	1	17.807	22.415	19.15	22.653	0.335	1.593	0.899	2.125	0.012	0.093	0.014	0.585	0.177	21
1200	1	17.651	17.221	22.988	21.16	0.358	0.944	0.777	1.808	0.062	0.074	0.009	0.764	0.012	21
1200	1	20.248	23.218	18.441	18.607	0.735	4.01	2.081	1.952	0.002	0.108	0.01	0.675	0.001	21
1200	1	19.829	28.576	22.766	13.94	0.329	1.286	0.309	1.947	0.019	0.087	0.022	1.036	0.448	21
1200	1	18.372	19.52	28.419	12.373	0.591	1.046	0.563	1.738	0.048	0.038	0.017	1.593	0.189	21
1200	1	17.171	34.574	23.653	14.972	0.719	2.597	0.222	0.856	0.058	0.051	0.036	0.266	0.992	21
1200	1	19.774	27.574	28.452	11.824	0.052	0.289	1.17	0.896	0.61	0.04	0.009	0.16	0.009	21
1200	1	16.914	24.566	20.739	20.474	0.034	0.185	1.016	3.542	0.011	0.036	0.017	4.923	0.025	21
1200	1	20.415	24.387	23.497	13.093	0.073	0.56	3.001	1.708	0.324	0.064	0.013	1.492	0.079	21
1200	1	16.543	23.37	19.5	23.463	0.127	0.664	1.199	3.361	0.008	0.045	0.017	4.783	0.023	21
1200	1	17.494	25.219	23.315	19.051	0.033	0.129	1.191	2.636	0.28	0.04	0.015	3.69	0.021	21
1200	1	21.927	27.891	24.35	11.19	0.003	0.259	0.226	1.973	0.01	0.046	0.009	0.414	0.009	21
1200	1	18.709	18.924	21.793	20.786	0.741	3.036	1.488	1.442	0.003	0.072	0.01	0.792	0.008	21
1200	1	20.463	23.751	21.886	16.188	0.029	0.378	2.042	2.149	0.203	0.073	0.01	0.85	0.011	21
1200	1	18.909	18.811	27.036	15.417	0.418	0.576	0.445	1.898	0.009	0.031	0.011	1.518	0.021	21
1200	1	20.855	21.937	23.781	11.772	0.033	0.345	2.332	1.607	0.248	0.091	0.01	0.727	0.01	21
1200	1	22.613	27.97	24.405	9.723	0	0.243	0.246	2.197	0.01	0.06	0.01	0.682	0.01	21
1200	1	18.643	25.643	18.914	21.689	0.751	3.749	1.559	1.461	0.008	0.085	0.017	0.91	0.276	21
1200	1	17.751	20.063	22.401	20.964	0.15	0.407	0.443	1.887	0.011	0.056	0.009	0.889	0.012	21
1200	1	18.132	24.879	21.303	17.55	0.165	0.814	1.335	3.348	0.023	0.049	0.017	4.586	0.023	21
1200	1	21.014	23.564	23.466	15.138	0.145	0.82	1.651	2.235	0.442	0.124	0.011	1.655	0.008	21
1200	1	17.872	28.264	25.978	13.371	0.747	2.199	0.723	0.873	0.085	0.048	0.029	0.336	0.739	21
1200	1	17.801	20.055	27.055	18.238	0.285	0.374	1.085	1.461	0.432	0.051	0.01	0.899	0.016	21
1200	1	19.488	20.709	22.707	19.934	0.374	1.506	1.742	1.281	0.133	0.056	0.009	0.425	0.009	21
1200	1	18.876	22.951	20.228	19.604	0.032	0.279	0.572	2.818	0.015	0.077	0.009	0.474	0.009	21
1200	1	18.108	26.972	20.233	19.968	0.475	1.83	0.507	2.145	0.022	0.11	0.027	1.784	0.579	21
1200	1	21.041	21.033	22.987	15.583	0.013	0.434	4.503	0.878	0.532	0.081	0.009	0.394	0.009	21
1200	1	16.862	19.129	23.929	22.665	0.848	2.466	0.752	1.123	0.014	0.055	0.019	0.706	0.353	21
1200	1	17.033	24.111	21.139	21.852	0.057	0.365	0.887	2.735	0.072	0.034	0.014	3.165	0.018	21
1200	1	16.519	35.766	24.162	15.277	0.914	3.11	0.135	0.62	0.033	0.041	0.041	0.175	1.182	21
1200	1	18.825	17.47	23.228	19.917	0.219	0.431	1.207	1.865	0.185	0.099	0.01	1.267	0.025	21
1200	1	17.405	20.545	25.136	20.696	0.45	0.998	1.379	1.317	0.277	0.052	0.017	1.364	0.241	21
1200	1	19.998	19.601	26.339	16.383	0.241	0.35	1.095	1.921	0.476	0.114	0.011	1.718	0.013	21
1200	1	17.737	18.558	25.016	17.169	0.403	0.773	0.844	2.451	0.009	0.045	0.014	2.902	0.023	21
1200	1	20.373	19.843	21.47	20.224	0.003	0.445	5.4	0.756	0.644	0.078	0.009	0.323	0.009	21
1200	1	18.387	21.765	21.466	22.035	0.032	0.203	0.724	2.196	0.182	0.084	0.011	1.746	0.011	21
1200	1	19.951	13.617	23.113	19.565	0.713	1.967	1.073	2.555	0.009	0.131	0.012	2.258	0.015	21
1200	1	19.6	23.511	19.606	20.938	0.366	2.094	1.151	1.906	0.006	0.077	0.009	0.52	0.005	21
1200	1	17.432	28.563	22.946	18.909	0.395	1.469	1.439	1.263	0.314	0.061	0.024	0.631	0.533	21
1200	1	20.935	28.249	27.133	8.858	0.111	0.496	0.747	1.365	0.329	0.06	0.013	0.374	0.123	21
1200	1	20.643	16.524	19.653	21.257	0.161	0.315	0.549	3.472	0.013	0.172	0.013	2.968	0.012	21
1200	1	19.73	35.487	22.72	10.034	0.803	2.888	0.334	2.134	0.035	0.128	0.043	1.943	1.119	21
1200	1	18.616	17.94	21.369	22.792	0.228	0.553	0.869	2.519	0.061	0.091	0.011	1.879	0.013	21
1200	1	19.969	22.648	25.743	13.068	0.174	0.31	0.82	2.048	0.257	0.073	0.01	0.39	0.012	21
1200	1	21.112	28.315	26.014	8.83	0.248	1.134	2.948	0.849	0.469	0.068	0.019	0.294	0.33	21
1200	1	18.267	25.769	21.412	19.876	0.421	1.969	1.915	1.494	0.251	0.071	0.018	0.937	0.285	21
1200	1	20.645	22.806	20.817	16.514	0.135	0.709	3.06	2.559	0.322	0.124	0.018	2.713	0.184	21
1200	1	18.756	25.132	24.924	12.506	0.547	1.454	0.465	2.029	0.022	0.071	0.022	0.437	0.442	21
1200	1	17.43	14.27	26.307	21.903	0.597	1.043	0.435	1.198	0.008	0.032	0.009	0.445	0.018	21
1200	1	18.762	27.088	20.365	20.795	0.464	1.707	0.991	2.178	0.219	0.137	0.029	2.087	0.637	21
1200	1	19.364	23.598	21.175	17.129	0.133	0.703	2.55	2.164	0.265	0.084	0.014	0.683	0.161	21
1200	1	19.5	22.603	19.891	19.27	0.508	2.804	1.469	1.654	0.004	0.088	0.009	0.7	0.004	21
1200	1	19.051	25.92	22.925	15.405	0.268	1.431	1.557	2.486	0.205	0.058	0.015	3.132	0.017	21
1200	1	16.181	10.128	30.003	21.761	0.808	0.968	0.463	0.733	0.125	0.018	0.01	0.368	0.055	21
1200	1	19.27	22.44	21.101	20.371	0.294	1.62	2.712	1.137	0.296	0.082	0.012	0.562	0.118	21
1200	1	18.421	11.234	29.72	16.937	0.697	0.938	2.265	0.671	0.255	0.032	0.01	0.366	0.022	21
1200	1	20.724	22.433	22.713	15.265	0.009	0.394	4.684	1.534	0.528	0.07	0.012	1.808	0.015	21
1200	1	20.566	26.938	24.209	13.614	0.026	0.351	0.398	1.819	0.084	0.039	0.009	0.394	0.009	21
1200	1	20.951	27.878	25.413	7.217	0.067	0.591	0.485	2.169	0.019	0.037	0.01	0.558	0.01	21
1200	1	19.422	22.877	22.555	15.301	0.052	0.33	0.481	2.23	0.013	0.075	0.009	0.671	0.009	21
1200	1	18.023	25.297	22.685	19.565	0.077	0.37	1.393	2.188	0.243	0.043	0.015	2.631	0.095	21
1200	1	18.385	22.149	19.975	22.551	0.305	1.694	1.555	1.917	0.188	0.083	0.009	0.446	0.006	21
1200	1	21.259	24.073	24.383	12.065	0.084	0.712	3.525	1.323	0.517	0.075	0.01	0.316	0.009	21
1200	1	21.208	26.011	25.539	9.753	0.028	0.228	0.622	1.879	0.189	0.071	0.01	0.517	0.01	21
1200	1	19.225	16.967	28.303	13.364	0.471	0.772	1.395	1.242	0.159	0.039	0.01	0.474	0.018	21
1200	1	15.794	12.677	27.745	22.744	0.737	1.001	0.496	1.344	0.04	0.019	0.014	1.476	0.119	21
1200	1	18.92	29.433	26.449	13.173	0.332	1.276	1.16	1.047	0.508	0.064	0.019	0.164	0.349	21
1200	1	18.48	32.328	24.613	12.364	0.468	1.808	0.46	1.341	0.127	0.045	0.026	0.287	0.614	21
1200	1	18.594	22.098	21.3	19.325	0.034	0.227	0.549	2.368	0.02	0.075	0.01	1.374	0.012	21
1200	1	18.187	28.723	20.972	19.29	0.661	2.991	0.927	1.216	0.016	0.061	0.022	0.404	0.48	21
1200	1	19.762	19.13	26.488	13.711	0.281	0.515	2.608	1.501	0.4	0.067	0.011	0.875	0.016	21
1200	1	18.281	17.306	26.288	14.983	0.39	0.535	0.603	2.142	0.011	0.055	0.012	1.92	0.021	21
1200	1	19.856	24.513	19.234	19.815	0.703	3.793	1.759	1.456	0.003	0.085	0.011	0.594	0.071	21
1200	1	18.086	11.465	25.751	19.968	0.615	0.725	0.64	2.682	0.012	0.09	0.013	2.654	0.024	21
1200	1	19.608	29.124	19.763	16.754	0.633	2.484	0.71	2.766	0.026	0.15	0.033	2.793	0.731	21
1200	1	19.139	33.458	27.89	9.99	0.441	1.594	0.817	0.62	0.454	0.046	0.025	0.111	0.588	21
1200	1	18.338	22.735	20.967	17.266	0.196	0.761	0.628	2.49	0.015	0.103	0.015	0.819	0.204	21
1200	1	19.259	30.874	23.709	11.433	0.517	2.106	0.575	1.569	0.02	0.066	0.026	0.897	0.56	21
1200	1	20.569	19.367	26.35	13.913	0.357	0.542	0.321	2.003	0.01	0.064	0.01	1.022	0.016	21
1200	1	19.273	18.459	18.791	22.89	0.145	0.845	1.308	2.484	0.079	0.136	0.011	1.823	0.008	21
1200	1	18.185	21.467	24.81	18.298	0.419	0.951	0.295	1.46	0.013	0.046	0.015	0.521	0.221	21
1200	1	21.41	24.562	23.562	14.139	0.079	0.669	3.842	0.901	0.462	0.065	0.012	0.269	0.119	21
1200	1	17.07	24.565	20.121	22.752	0.586	2.427	1.044	1.803	0.014	0.068	0.02	1.303	0.351	21
1200	1	20.379	28.307	30.18	8.925	0.064	0.259	1.317	0.731	0.722	0.043	0.009	0.115	0.01	21
1200	1	21.101	21.605	22.814	16.128	0.004	0.45	5.369	0.919	0.632	0.071	0.011	0.989	0.012	21
1200	1	17.778	14.511	26.414	18.048	0.455	0.615	0.4	1.48	0.009	0.057	0.009	0.671	0.017	21
1200	1	18.941	20.799	18.617	19.589	0.026	0.124	0.776	3.65	0.015	0.123	0.01	0.563	0.01	21
1200	1	19.731	25.815	19.387	18.192	0.475	2.104	1.111	2.604	0.046	0.13	0.022	1.507	0.396	21
1200	1	19.867	21.861	21.189	20.061	0.188	1.342	3.633	1.002	0.376	0.065	0.009	0.362	0.007	21
1200	1	18.691	22.057	20.044	22.112	0.016	0.182	0.435	2.417	0.011	0.077	0.009	0.497	0.009	21
1200	1	19.532	22.872	21.953	17.622	0.057	0.339	0.365	2.058	0.01	0.082	0.011	0.894	0.054	21
1200	1	19.833	27.673	24.179	11.553	0.118	0.742	0.872	2.061	0.066	0.034	0.013	0.968	0.1	21
1200	1	17.007	13.286	24.688	24.692	0.771	2.068	1.41	0.91	0.089	0.044	0.009	0.449	0.015	21
1200	1	19.982	19.741	17.657	20.381	0.203	1.096	1.192	3.863	0.012	0.163	0.014	3.269	0.012	21
1200	1	18.333	19.389	25.7	18.964	0.502	1.011	0.82	1.258	0.083	0.042	0.014	0.57	0.199	21
1200	1	18.336	27.851	22.807	13.209	0.358	1.21	0.686	2.647	0.02	0.074	0.024	2.156	0.43	21
1200	1	20.5	20.734	21.92	20.033	0	0.439	4.907	0.62	0.592	0.068	0.009	0.231	0.009	21
1200	1	20.999	18.834	25.223	14.784	0.192	0.621	4.76	0.607	0.568	0.064	0.01	0.289	0.013	21
1200	1	19.896	22.894	24.416	16.857	0.168	0.409	0.408	1.651	0.03	0.038	0.009	0.395	0.012	21
1200	1	16.981	12.939	25.716	23.272	0.498	0.701	1.777	1.106	0.183	0.038	0.01	0.945	0.02	21
1200	1	16.389	24.75	19.928	23.206	0.189	0.807	1.025	3.071	0.011	0.042	0.02	4.304	0.152	21
1200	1	18.45	18.857	21.55	21.931	0.776	3.175	1.597	1.416	0.01	0.067	0.01	0.943	0.014	21
1200	1	20.82	31.96	24.615	9.163	0.357	1.538	0.428	1.765	0.017	0.051	0.022	0.844	0.413	21
1200	1	18.399	20.703	20.074	23.835	0.021	0.3	2.325	1.842	0.299	0.076	0.009	0.335	0.009	21
1200	1	19.447	20.959	20.012	17.765	0.036	0.347	2.559	2.796	0.248	0.105	0.01	0.458	0.01	21
1200	1	18.09	20.148	18.686	21.086	0.127	0.492	1.267	3.072	0.085	0.128	0.013	0.831	0.138	21
1200	1	18.078	20.062	21.38	19.941	0.043	0.232	0.477	2.017	0.009	0.086	0.009	1.073	0.01	21
1200	1	17.354	34.021	25.471	15.103	0.611	2.188	0.566	0.53	0.308	0.044	0.032	0.109	0.834	21
1200	1	20.747	21.785	24.748	11.857	0.478	1.96	1.986	1.469	0.132	0.067	0.01	0.577	0.01	21
1200	1	18.812	26.417	21.036	15.881	0.384	1.958	1.489	2.93	0.008	0.062	0.018	3.766	0.11	21
1200	1	18.863	23.498	24.795	18.973	0.034	0.269	2.379	0.953	0.622	0.06	0.009	0.166	0.009	21
1200	1	18.288	29.076	23.289	13.997	0.457	1.727	0.384	1.447	0.021	0.071	0.025	0.666	0.575	21
1200	1	19.103	23.423	25.679	19.625	0.051	0.148	1.322	1.306	0.697	0.093	0.01	1.121	0.009	21
1200	1	19.187	22.024	20.118	20.056	0.144	0.847	0.74	2.394	0.01	0.09	0.009	0.711	0.008	21
1200	1	20.012	22.175	22.517	13.564	0.208	1.141	0.833	1.972	0.008	0.097	0.01	0.845	0.008	21
1200	1	19.565	26.305	19.566	18.633	0.826	4.222	1.768	1.315	0.006	0.086	0.016	0.572	0.233	21
1200	1	18.528	29.562	20.987	19.312	0.468	1.762	0.257	1.86	0.023	0.09	0.028	1.233	0.655	21
1200	1	19.469	25.55	20.022	18.854	0.715	3.722	1.789	1.458	0.061	0.082	0.014	0.904	0.148	21
1200	1	19.295	22.081	22.228	19.133	0.199	0.857	0.554	1.773	0.008	0.063	0.009	0.55	0.009	21
1200	1	18.408	24.761	26.444	17.54	0.042	0.165	1.169	0.992	0.578	0.053	0.01	0.655	0.01	21
1200	1	20.427	23.571	21.5	14.636	0.036	0.193	0.569	3.003	0.013	0.095	0.01	0.53	0.01	21
1200	1	18.907	17.874	27.656	14.303	0.862	1.692	0.433	1.883	0.048	0.093	0.023	1.69	0.427	21
1200	1	18.722	25.574	22.313	17.212	0.045	0.261	0.718	2.731	0.047	0.047	0.015	2.941	0.053	21
1200	1	18.029	30.307	20.375	19.031	0.642	2.319	0.326	2.034	0.029	0.121	0.035	1.763	0.889	21
1200	1	17.816	23.258	23.634	15.807	0.155	0.26	1.042	3.303	0.057	0.042	0.017	4.625	0.027	21
1200	1	21.035	23.06	21.413	15.955	0.354	2.182	3.945	1.273	0.351	0.082	0.011	1.023	0.008	21
1200	1	16.76	16.348	27.174	21.16	0.549	0.881	0.642	0.919	0.203	0.038	0.012	0.371	0.135	21
1200	1	21.089	28.993	24.863	8.374	0.147	0.767	0.381	2.065	0.017	0.052	0.014	0.489	0.167	21
1200	1	15.931	9.753	24.33	24.82	0.608	0.669	0.622	2.272	0.013	0.072	0.009	0.501	0.02	21
1200	1	21.266	23	17.934	19.266	0.369	1.728	0.899	3.494	0.018	0.185	0.021	3.125	0.275	21
1200	1	18.106	19.564	28.833	12.66	0.764	1.526	0.325	1.134	0.017	0.044	0.019	0.503	0.368	21
1200	1	19.199	24.781	24.294	14.492	0.139	0.618	0.431	1.904	0.017	0.026	0.009	0.468	0.011	21
1200	1	17.55	22.425	20.012	22.287	0.055	0.429	0.581	2.523	0.018	0.057	0.009	0.472	0.009	21
1200	1	19.577	25.071	27.851	9.521	0.282	0.647	0.86	1.979	0.213	0.034	0.014	1.792	0.084	21
1200	1	20.388	19.336	21.744	18.648	0.096	0.215	1.843	3.01	0.449	0.162	0.012	2.021	0.011	21
1200	1	20.261	20.527	23.892	15.638	0.488	2.024	2.819	1.192	0.284	0.072	0.01	0.445	0.01	21
1200	1	16.178	9.062	27.972	23.899	0.933	1.703	0.649	0.862	0.007	0.025	0.009	0.453	0.021	21
1200	1	19.832	20.09	21.506	22.048	0.033	0.155	1.252	2.504	0.449	0.153	0.012	2.337	0.009	21
1200	1	18.905	26.039	27.657	16.377	0.112	0.53	1.474	0.582	0.736	0.051	0.009	0.089	0.008	21
1200	1	18.919	24.439	20.478	19.074	0.742	3.342	1.414	1.617	0.01	0.085	0.017	0.583	0.261	21
1200	1	18.244	22.842	21.314	21	0.103	0.616	2.074	1.621	0.217	0.057	0.013	1.069	0.113	21
1200	1	20.316	14.015	22.841	18.564	0.401	0.613	0.631	3.234	0.046	0.159	0.014	2.938	0.041	21
1200	1	17.58	28.304	22.181	15.186	0.188	0.683	1.016	3.502	0.015	0.041	0.025	5.116	0.252	21
1200	1	17.423	21.547	24.022	20.727	0.523	1.623	1.058	1.344	0.25	0.064	0.015	0.324	0.216	21
1200	1	21.546	22.538	24.43	12.852	0.016	0.436	4.448	0.81	0.601	0.076	0.01	0.333	0.01	21
1200	1	18.267	24.48	26.148	18.457	0.043	0.125	1.372	1.148	0.69	0.066	0.009	0.114	0.009	21
1200	1	21.424	25.299	20.17	14.662	0.761	4.208	2.038	1.599	0.001	0.095	0.01	0.671	0.001	21
1200	1	18.034	21.529	22.946	19.31	0.153	0.462	0.806	2.019	0.049	0.042	0.01	1.383	0.014	21
1200	1	20.383	22.047	18.881	22.118	0.207	1.13	1.625	2.459	0.138	0.13	0.015	1.893	0.138	21
1200	1	17.511	13.461	26.188	18.809	0.587	0.869	0.901	2.115	0.146	0.074	0.01	0.447	0.019	21
1200	1	18.977	30.477	23.844	12.784	0.332	1.387	0.774	1.753	0.067	0.04	0.022	1.107	0.431	21
1200	1	17.728	11.939	22.328	23.546	0.429	0.567	1.798	2.538	0.158	0.108	0.01	1.04	0.017	21
1200	1	19.11	22.419	23.489	19.345	0.186	0.688	2.212	1.057	0.294	0.046	0.011	0.297	0.107	21
1200	1	20.065	21.572	23.371	12.901	0.042	0.29	1.164	1.89	0.098	0.094	0.01	0.805	0.01	21
1200	1	17.142	25.659	20.406	20.367	0.366	1.342	0.856	2.024	0.067	0.088	0.022	0.607	0.484	21
1200	1	19.158	25.242	22.056	17.047	0.219	1.381	0.792	1.849	0.014	0.041	0.009	0.504	0.007	21
1200	1	21.174	25.304	20.5	15.483	0.63	3.521	1.72	1.631	0.002	0.086	0.01	0.619	0.002	21
1200	1	22.07	28.154	25.164	10.235	0.004	0.241	0.411	1.829	0.097	0.048	0.009	0.377	0.009	21
1200	1	16.822	9.377	28.666	20.797	0.752	0.875	0.366	1.236	0.009	0.041	0.009	0.753	0.023	21
1200	1	18.78	26.54	25.164	16.764	0.252	1.121	1.645	0.975	0.521	0.063	0.014	0.192	0.185	21
1200	1	21.267	26.725	24.181	9.296	0.042	0.464	1.102	2.308	0.094	0.056	0.01	0.477	0.01	21
1200	1	17.31	15.628	25.416	22.001	0.381	0.57	1.614	1.211	0.234	0.043	0.01	1.027	0.018	21
1200	1	19.475	22.026	17.602	21.148	0.659	3.578	1.964	2.188	0.004	0.112	0.01	0.654	0.002	21
1200	1	20.929	24.658	23.451	13.919	0.082	0.655	2.207	1.68	0.312	0.07	0.01	0.363	0.009	21
1200	1	19.738	25.321	19.961	18.402	0.34	1.24	0.807	3.205	0.177	0.164	0.025	2.774	0.453	21
1200	1	17.249	20.941	20.92	23.323	0.043	0.132	1.193	2.532	0.379	0.099	0.009	0.313	0.009	21
1200	1	18.799	23.084	25.295	15.445	0.195	0.561	0.633	1.73	0.153	0.036	0.009	0.401	0.012	21
1200	1	16.214	27.931	19.726	22.266	0.481	1.751	0.474	2.05	0.026	0.076	0.026	0.328	0.643	21
1200	1	21.844	25.296	24.14	11.149	0.007	0.364	3.11	1.666	0.347	0.06	0.011	1.261	0.013	21
1200	1	17.211	32.104	22.847	15.131	0.503	1.816	0.572	2.087	0.023	0.046	0.032	2.571	0.693	21
1200	1	20.599	23.294	21.337	17.847	0.142	0.859	0.672	2.254	0.047	0.095	0.01	1.207	0.008	21
1200	1	17.623	20.112	19.511	23.481	0.281	1.243	0.948	2.44	0.013	0.077	0.009	0.524	0.008	21
1200	1	18.897	21.769	19.658	17.745	0.04	0.272	1.563	3.462	0.106	0.103	0.011	1.253	0.013	21
1200	1	18.779	19.642	20.774	20.687	0.294	0.658	0.595	3.035	0.016	0.114	0.015	1.461	0.157	21
1200	1	18.687	28.824	27.135	12.321	0.406	1.238	0.965	1.126	0.449	0.062	0.021	0.173	0.425	21
1200	1	19.036	31.963	24.541	11.001	0.4	1.662	0.336	1.531	0.026	0.035	0.023	0.367	0.506	21
1200	1	20.455	31.606	28.232	7.611	0.416	1.8	1.303	0.779	0.503	0.057	0.019	0.205	0.331	21
1200	1	20.017	21.883	21.085	20.235	0.048	0.395	1.623	2.073	0.169	0.083	0.01	1.182	0.009	21
1200	1	16.554	34.649	24.557	15.232	0.921	3.038	0.142	0.627	0.032	0.04	0.04	0.185	1.138	21
1200	1	20.112	32.305	25.4	7.315	0.517	1.998	1.639	1.053	0.195	0.07	0.029	0.397	0.706	21
1200	1	19.149	27.942	20.253	17.941	0.818	3.991	1.503	1.235	0.011	0.078	0.02	0.511	0.372	21
1200	1	19.786	29.097	19.81	16.722	0.568	2.09	0.442	2.897	0.03	0.161	0.034	2.703	0.78	21
1200	1	17.655	22.632	20.186	19.103	0.034	0.128	1.015	3.691	0.028	0.078	0.015	3.601	0.021	21
1200	1	18.969	19.902	21.233	18.96	0.598	2.513	1.389	1.964	0.007	0.09	0.011	0.812	0.032	21
1200	1	18.434	27.7	22.404	18.622	0.406	1.69	2.849	0.591	0.351	0.06	0.024	0.219	0.567	21
1200	1	19.073	19.816	27.304	13.051	0.405	0.55	0.601	2.308	0.01	0.032	0.013	2.405	0.024	21
1200	1	20.851	21.836	26.495	10.96	0.234	0.674	2.489	1.285	0.279	0.044	0.01	0.392	0.014	21
1200	1	20.489	14.516	19.867	24.038	0.175	0.479	3.565	2.27	0.4	0.152	0.012	2.321	0.012	21
1200	1	16.308	11.255	28.28	22.222	0.714	0.925	0.337	1.066	0.011	0.014	0.009	0.42	0.021	21
1200	1	21.441	24.653	21.062	14.759	0.081	0.488	0.538	3.272	0.016	0.121	0.015	2.433	0.093	21
1200	1	20.384	22.999	21.582	14.226	0.408	2.239	1.273	1.838	0.005	0.098	0.01	0.798	0.005	21
1200	1	18.914	35.121	25.413	8.154	0.614	2.262	0.502	1.487	0.046	0.042	0.033	1.022	0.804	21
1200	1	16.622	11.413	26.188	24.029	0.571	0.73	1.414	1.128	0.185	0.044	0.009	0.415	0.019	21
1200	1	18.752	25.533	18.701	22.161	0.416	1.593	0.994	2.6	0.095	0.141	0.027	2.168	0.57	21
1200	1	17.898	14.501	29.865	15.862	0.602	0.691	0.834	1.317	0.285	0.047	0.01	0.339	0.02	21
1200	1	19.085	16.007	21.12	21.119	0.191	0.36	0.689	2.641	0.032	0.134	0.011	2.006	0.012	21
1200	1	20.234	26.198	23.077	12.827	0.099	0.641	0.76	2.614	0.01	0.056	0.013	2.262	0.015	21
1200	1	17.369	23.671	23.898	18.445	0.468	1.319	0.785	1.425	0.067	0.052	0.021	1.026	0.393	21
1200	1	18.649	21.532	20.54	21.494	0.18	1.092	2.286	1.681	0.195	0.072	0.011	1.4	0.034	21
1200	1	20.334	28.706	24.102	12.507	0.374	1.652	3.796	0.528	0.468	0.065	0.024	0.2	0.527	21
1200	1	20.766	28.039	25.584	10.987	0.384	1.593	0.803	1.369	0.158	0.054	0.015	0.368	0.209	21
1200	1	19.663	22.128	20.544	21.39	0.413	2.413	3.148	0.983	0.339	0.08	0.009	0.463	0.004	21
1200	1	18.254	11.027	26.886	20.301	0.762	1.296	0.601	1.75	0.009	0.071	0.011	1.348	0.02	21
1200	1	17.778	9.937	30.068	18.249	0.768	0.975	1.798	0.688	0.196	0.027	0.009	0.378	0.023	21
1200	1	19.076	21.575	23.253	18.523	0.14	0.539	1.978	1.503	0.212	0.044	0.009	0.552	0.012	21
1200	1	19.518	28.229	23.401	14.882	0.172	0.868	0.3	1.729	0.017	0.036	0.014	0.39	0.208	21
1200	1	22.008	26.232	27.822	8.439	0.117	0.817	3.664	0.568	0.765	0.068	0.01	0.183	0.009	21
1200	1	19.948	21.572	27.568	10.373	0.484	1.387	0.927	1.348	0.178	0.067	0.012	0.569	0.093	21
1200	1	20.557	21.507	22.59	16.332	0.408	1.699	1.207	2.325	0.159	0.114	0.012	1.713	0.033	21
1200	1	19.158	25.361	21.532	15.558	0.208	1.097	0.857	2.483	0.031	0.069	0.013	0.497	0.119	21
1200	1	20.042	20.751	28.377	9.774	0.39	0.788	1.153	1.537	0.122	0.03	0.01	0.541	0.017	21
1200	1	18.739	20.401	27.381	17.207	0.323	0.496	0.716	1.177	0.307	0.044	0.01	0.382	0.035	21
1200	1	19.494	22.647	18.581	19.144	0.33	1.331	0.808	3.264	0.023	0.165	0.021	2.121	0.335	21
1200	1	17.479	22.326	23.97	18.208	0.278	0.558	0.952	2.545	0.167	0.054	0.016	2.531	0.128	21
1200	1	18.524	23.263	21.505	19.113	0.022	0.284	2.711	2.495	0.264	0.052	0.015	3.353	0.02	21
1200	1	19.066	16.145	23.209	20.985	0.242	0.568	3.904	1.098	0.45	0.071	0.009	0.309	0.014	21
1200	1	18.959	26.281	26.399	17.322	0.144	0.513	1.222	1.025	0.661	0.077	0.014	0.766	0.159	21
1200	1	19.988	24.752	21.592	18.693	0.004	0.202	0.312	2.186	0.01	0.058	0.009	0.406	0.009	21
